3309.38	["45"]
3790.57	["79"]
3924.230000000001	["96"]
4042.649999999999	["23"]
4172.29	["99"]
4178.500000000001	["75"]
4278.049999999999	["36"]
4297.26	["98"]
4316.3	["47"]
4327.73	["77"]
4367.619999999999	["13"]
4384.330000000001	["48"]
4394.6	["49"]
4475.569999999999	["94"]
4505.789999999998	["67"]
4517.2699999999995	["50"]
4524.51	["78"]
4561.07	["5"]
4628.4000000000015	["57"]
4635.799999999999	["83"]
4642.26	["91"]
4647.13	["74"]
4652.9400000000005	["84"]
4659.63	["3"]
4664.589999999999	["12"]
4681.920000000001	["66"]
4701.020000000001	["56"]
4707.409999999999	["21"]
4727.8600000000015	["80"]
4735.030000000001	["14"]
4735.2	["37"]
4755.07	["7"]
4756.89	["44"]
4765.050000000003	["31"]
4812.489999999998	["82"]
4815.049999999999	["4"]
4819.7	["10"]
4830.550000000001	["88"]
4836.86	["20"]
4851.479999999999	["89"]
4876.840000000001	["95"]
4898.459999999999	["38"]
4904.209999999998	["76"]
4908.8099999999995	["86"]
4915.8899999999985	["27"]
4921.27	["18"]
4945.300000000002	["53"]
4958.600000000001	["1"]
4975.220000000002	["51"]
4979.060000000001	["16"]
4990.720000000002	["30"]
5000.710000000001	["28"]
5019.45	["22"]
5032.529999999999	["29"]
5032.680000000001	["17"]
5040.710000000001	["60"]
5057.61	["25"]
5059.429999999998	["19"]
5112.709999999998	["81"]
5123.009999999999	["69"]
5140.3499999999985	["65"]
5152.29	["11"]
5155.42	["35"]
5186.4299999999985	["40"]
5206.399999999999	["87"]
5245.059999999999	["52"]
5250.4	["26"]
5253.32	["62"]
5254.659999999999	["33"]
5259.920000000001	["24"]
5265.750000000001	["93"]
5288.69	["64"]
5290.409999999998	["90"]
5298.09	["55"]
5322.65	["9"]
5330.799999999999	["34"]
5337.440000000001	["72"]
5368.250000000001	["70"]
5368.829999999999	["43"]
5379.279999999999	["92"]
5397.88	["6"]
5413.510000000001	["15"]
5415.150000000001	["63"]
5437.73	["58"]
5496.049999999999	["32"]
5497.48	["61"]
5503.43	["85"]
5517.240000000001	["8"]
5524.950000000002	["0"]
5637.620000000001	["41"]
5642.8899999999985	["59"]
5696.840000000002	["42"]
5963.109999999999	["46"]
5977.19	["97"]
5994.590000000001	["2"]
5995.660000000002	["71"]
6065.39	["54"]
6193.110000000002	["39"]
6206.199999999997	["73"]
6375.449999999999	["68"]
